#Drug,Gene
CID000003715,P2587
CID000003715,P9293
CID000003715,P5021
CID000003715,P10663
CID000003715,P57007
CID000003715,P134391
CID000003715,P10316
CID000003715,P8477
CID000003715,P552
CID000003715,P4157
CID000003715,P84109
CID000003715,P2925
CID000003715,P5956
CID000003715,P6752
CID000003715,P6753
CID000003715,P350383
CID000003715,P6751
CID000003715,P6754
CID000003715,P6755
CID000003715,P2693
CID000003715,P151
CID000003715,P150
CID000003715,P2862
CID000003715,P2863
CID000003715,P887
CID000003715,P886
CID000003715,P83592
CID000003715,P554
CID000003715,P4886
CID000003715,P2739
CID000003715,P4241
CID000003715,P59340
CID000003715,P3062
CID000003715,P3061
CID000003715,P59344
CID000003715,P239
CID000003715,P7173
CID000003715,P231
CID000003715,P7837
CID000003715,P4923
CID000003715,P1816
CID000003715,P5729
CID000003715,P2730
CID000003715,P4161
CID000003715,P4160
CID000003715,P11245
CID000003715,P7201
CID000003715,P139760
CID000003715,P137902
CID000003715,P146
CID000003715,P147
CID000003715,P140
CID000003715,P10170
CID000003715,P51289
CID000003715,P611
CID000003715,P148
CID000003715,P3355
CID000003715,P5734
CID000003715,P3357
CID000003715,P3356
CID000003715,P5731
CID000003715,P3350
CID000003715,P5733
CID000003715,P5732
CID000003715,P9376
CID000003715,P5739
CID000003715,P3358
CID000003715,P23620
CID000003715,P5995
CID000003715,P56413
CID000003715,P1812
CID000003715,P6915
CID000003715,P4158
CID000003715,P4159
CID000003715,P6916
CID000003715,P11250
CID000003715,P11251
CID000003715,P1814
CID000003715,P8484
CID000003715,P81491
CID000003715,P680
CID000003715,P11255
CID000003676,P4241
CID000003676,P6329
CID000003676,P7018
CID000003676,P6328
CID000003702,P768
CID000003702,P771
CID000003702,P770
CID000003702,P762
CID000003702,P763
CID000003702,P760
CID000003702,P761
CID000003702,P766
CID000003702,P767
CID000003702,P56934
CID000003702,P377677
CID000003702,P11238
CID000003702,P5793
CID000003702,P5803
CID000003702,P765
CID000003702,P759
CID000003899,P1544
CID000003899,P1723
CID000054454,P10599
CID000054454,P3156
CID000054454,P5243
CID000054454,P1244
CID000002160,P1269
CID000002160,P124274
CID000002160,P2849
CID000002160,P2847
CID000002160,P2844
CID000002160,P2845
CID000002160,P2842
CID000002160,P54112
CID000002160,P136
CID000002160,P135
CID000002160,P134
CID000002160,P10692
CID000002160,P118442
CID000002160,P55117
CID000002160,P9287
CID000002160,P9283
CID000002160,P28968
CID000002160,P6326
CID000002160,P4985
CID000002160,P4987
CID000002160,P4986
CID000002160,P4988
CID000002160,P388662
CID000002160,P4889
CID000002160,P221391
CID000002160,P2850
CID000002160,P84539
CID000002160,P84634
CID000002160,P4887
CID000002160,P54329
CID000002160,P54328
CID000002160,P10886
CID000002160,P10887
CID000002160,P729230
CID000002160,P23566
CID000002160,P10888
CID000002160,P9170
CID000002160,P6010
CID000002160,P56923
CID000002160,P83873
CID000002160,P2798
CID000002160,P128674
CID000002160,P10803
CID000002160,P1128
CID000002160,P1129
CID000002160,P319100
CID000002160,P23596
CID000002160,P94233
CID000002160,P3274
CID000002160,P285601
CID000002160,P2827
CID000002160,P53831
CID000002160,P1232
CID000002160,P1902
CID000002160,P9152
CID000002160,P338557
CID000002160,P54716
CID000002160,P1234
CID000002160,P64582
CID000002160,P1230
CID000002160,P1813
CID000002160,P5005
CID000002160,P1233
CID000002160,P1133
CID000002160,P1132
CID000002160,P1131
CID000002160,P1238
CID000002160,P7852
CID000002160,P2837
CID000002160,P2835
CID000002160,P2834
CID000002160,P2832
CID000002160,P2831
CID000002160,P2830
CID000002160,P344561
CID000002160,P2652
CID000002160,P3354
CID000002160,P5737
CID000002160,P1241
CID000002160,P8811
CID000002160,P3351
CID000002160,P83550
CID000002160,P83551
CID000002160,P623
CID000002160,P2861
CID000002160,P64106
CID000002160,P3352
CID000002160,P339403
CID000002160,P153
CID000002160,P3757
CID000002160,P6536
CID000002160,P3269
CID000002160,P6534
CID000002160,P6535
CID000002160,P6532
CID000002160,P6533
CID000002160,P6530
CID000002160,P6531
CID000002160,P155
CID000002160,P9038
CID000002160,P134864
CID000002160,P6538
CID000002160,P6539
CID000002160,P554
CID000002160,P4829
CID000002160,P5540
CID000002160,P3361
CID000002160,P3362
CID000002160,P3363
CID000002160,P186
CID000002160,P187
CID000002160,P185
CID000002160,P2587
CID000002160,P9293
CID000002160,P5021
CID000002160,P10663
CID000002160,P57007
CID000002160,P134391
CID000002160,P56413
CID000002160,P10316
CID000002160,P340024
CID000002160,P6529
CID000002160,P8477
CID000002160,P4157
CID000002160,P84109
CID000002160,P2925
CID000002160,P5956
CID000002160,P6752
CID000002160,P6753
CID000002160,P350383
CID000002160,P6751
CID000002160,P6754
CID000002160,P6755
CID000002160,P2693
CID000002160,P11254
CID000002160,P151
CID000002160,P150
CID000002160,P2862
CID000002160,P2863
CID000002160,P887
CID000002160,P886
CID000002160,P348932
CID000002160,P4886
CID000002160,P552
CID000002160,P59340
CID000002160,P3062
CID000002160,P3061
CID000002160,P152
CID000002160,P27201
CID000002160,P4923
CID000002160,P1816
CID000002160,P5729
CID000002160,P4161
CID000002160,P4160
CID000002160,P11245
CID000002160,P7201
CID000002160,P139760
CID000002160,P146
CID000002160,P147
CID000002160,P140
CID000002160,P51289
CID000002160,P611
CID000002160,P148
CID000002160,P3355
CID000002160,P5734
CID000002160,P3357
CID000002160,P3356
CID000002160,P5731
CID000002160,P3350
CID000002160,P5733
CID000002160,P5732
CID000002160,P5739
CID000002160,P3358
CID000002160,P23620
CID000002160,P5995
CID000002160,P6915
CID000002160,P1812
CID000002160,P6540
CID000002160,P4158
CID000002160,P4159
CID000002160,P11250
CID000002160,P1814
CID000002160,P8484
CID000002160,P6331
CID000002160,P81491
CID000002160,P680
CID000002160,P11255
CID000002162,P775
CID000002162,P150
CID000002162,P776
CID000002162,P117144
CID000002162,P773
CID000002162,P774
CID000002162,P259232
CID000002162,P779
CID000002162,P778
CID000002162,P5243
CID000002162,P6334
CID000002162,P8913
CID000002162,P6336
CID000002162,P152
CID000002162,P6331
CID000002162,P11280
CID000002162,P6328
CID000002249,P1269
CID000002249,P124274
CID000002249,P2849
CID000002249,P2847
CID000002249,P2844
CID000002249,P2845
CID000002249,P2842
CID000002249,P54112
CID000002249,P136
CID000002249,P135
CID000002249,P134
CID000002249,P10692
CID000002249,P9287
CID000002249,P9283
CID000002249,P4985
CID000002249,P4987
CID000002249,P10663
CID000002249,P4988
CID000002249,P27201
CID000002249,P4889
CID000002249,P221391
CID000002249,P2850
CID000002249,P84539
CID000002249,P84634
CID000002249,P4887
CID000002249,P54329
CID000002249,P54328
CID000002249,P10886
CID000002249,P10887
CID000002249,P729230
CID000002249,P23566
CID000002249,P10888
CID000002249,P9170
CID000002249,P6010
CID000002249,P56923
CID000002249,P2798
CID000002249,P128674
CID000002249,P10803
CID000002249,P319100
CID000002249,P23596
CID000002249,P94233
CID000002249,P3274
CID000002249,P285601
CID000002249,P2827
CID000002249,P53831
CID000002249,P1902
CID000002249,P338557
CID000002249,P1234
CID000002249,P1230
CID000002249,P1813
CID000002249,P1232
CID000002249,P1233
CID000002249,P1238
CID000002249,P2837
CID000002249,P2835
CID000002249,P2834
CID000002249,P2832
CID000002249,P2831
CID000002249,P2830
CID000002249,P344561
CID000002249,P2652
CID000002249,P3354
CID000002249,P5737
CID000002249,P1241
CID000002249,P8811
CID000002249,P3351
CID000002249,P83550
CID000002249,P3350
CID000002249,P623
CID000002249,P2861
CID000002249,P64106
CID000002249,P3352
CID000002249,P339403
CID000002249,P153
CID000002249,P7852
CID000002249,P83873
CID000002249,P152
CID000002249,P155
CID000002249,P9038
CID000002249,P134864
CID000002249,P64582
CID000002249,P4829
CID000002249,P5540
CID000002249,P3361
CID000002249,P3362
CID000002249,P3363
CID000002249,P186
CID000002249,P187
CID000002249,P185
CID000002249,P2587
CID000002249,P9293
CID000002249,P5021
CID000002249,P57007
CID000002249,P4986
CID000002249,P118442
CID000002249,P8477
CID000002249,P4157
CID000002249,P84109
CID000002249,P2925
CID000002249,P5956
CID000002249,P6752
CID000002249,P6753
CID000002249,P350383
CID000002249,P6751
CID000002249,P6754
CID000002249,P6755
CID000002249,P2693
CID000002249,P151
CID000002249,P150
CID000002249,P2862
CID000002249,P2863
CID000002249,P887
CID000002249,P886
CID000002249,P554
CID000002249,P4886
CID000002249,P552
CID000002249,P59340
CID000002249,P3062
CID000002249,P3061
CID000002249,P4923
CID000002249,P1816
CID000002249,P5729
CID000002249,P4161
CID000002249,P4160
CID000002249,P11245
CID000002249,P7201
CID000002249,P139760
CID000002249,P146
CID000002249,P147
CID000002249,P134391
CID000002249,P140
CID000002249,P51289
CID000002249,P611
CID000002249,P148
CID000002249,P3355
CID000002249,P5734
CID000002249,P3357
CID000002249,P3356
CID000002249,P5731
CID000002249,P10316
CID000002249,P5733
CID000002249,P5732
CID000002249,P5739
CID000002249,P3358
CID000002249,P23620
CID000002249,P5995
CID000002249,P56413
CID000002249,P1812
CID000002249,P6915
CID000002249,P4158
CID000002249,P4159
CID000002249,P11250
CID000002249,P1814
CID000002249,P8484
CID000002249,P81491
CID000002249,P83551
CID000002249,P680
CID000002249,P11255
CID000003410,P1269
CID000003410,P124274
CID000003410,P2849
CID000003410,P2847
CID000003410,P2844
CID000003410,P2845
CID000003410,P2842
CID000003410,P54112
CID000003410,P136
CID000003410,P135
CID000003410,P134
CID000003410,P10692
CID000003410,P9287
CID000003410,P9283
CID000003410,P4985
CID000003410,P4987
CID000003410,P10663
CID000003410,P4988
CID000003410,P27201
CID000003410,P4889
CID000003410,P221391
CID000003410,P2850
CID000003410,P84539
CID000003410,P84634
CID000003410,P4887
CID000003410,P54329
CID000003410,P54328
CID000003410,P10886
CID000003410,P10887
CID000003410,P729230
CID000003410,P23566
CID000003410,P10888
CID000003410,P9170
CID000003410,P6010
CID000003410,P56923
CID000003410,P2798
CID000003410,P128674
CID000003410,P10803
CID000003410,P319100
CID000003410,P23596
CID000003410,P94233
CID000003410,P3274
CID000003410,P285601
CID000003410,P2827
CID000003410,P53831
CID000003410,P1902
CID000003410,P338557
CID000003410,P1234
CID000003410,P1230
CID000003410,P1813
CID000003410,P1232
CID000003410,P1233
CID000003410,P1238
CID000003410,P2837
CID000003410,P2835
CID000003410,P2834
CID000003410,P2832
CID000003410,P2831
CID000003410,P2830
CID000003410,P344561
CID000003410,P2652
CID000003410,P3354
CID000003410,P5737
CID000003410,P1241
CID000003410,P8811
CID000003410,P3351
CID000003410,P83550
CID000003410,P3350
CID000003410,P623
CID000003410,P2861
CID000003410,P64106
CID000003410,P3352
CID000003410,P339403
CID000003410,P153
CID000003410,P7852
CID000003410,P83873
CID000003410,P152
CID000003410,P155
CID000003410,P9038
CID000003410,P134864
CID000003410,P64582
CID000003410,P4829
CID000003410,P5540
CID000003410,P3361
CID000003410,P3362
CID000003410,P3363
CID000003410,P186
CID000003410,P187
CID000003410,P185
CID000003410,P2587
CID000003410,P9293
CID000003410,P5021
CID000003410,P57007
CID000003410,P4986
CID000003410,P118442
CID000003410,P8477
CID000003410,P4157
CID000003410,P84109
CID000003410,P2925
CID000003410,P5956
CID000003410,P6752
CID000003410,P6753
CID000003410,P350383
CID000003410,P6751
CID000003410,P6754
CID000003410,P6755
CID000003410,P2693
CID000003410,P151
CID000003410,P150
CID000003410,P2862
CID000003410,P2863
CID000003410,P887
CID000003410,P886
CID000003410,P554
CID000003410,P4886
CID000003410,P552
CID000003410,P59340
CID000003410,P3062
CID000003410,P3061
CID000003410,P4923
CID000003410,P1816
CID000003410,P5729
CID000003410,P4161
CID000003410,P4160
CID000003410,P11245
CID000003410,P7201
CID000003410,P139760
CID000003410,P146
CID000003410,P147
CID000003410,P134391
CID000003410,P140
CID000003410,P51289
CID000003410,P611
CID000003410,P148
CID000003410,P3355
CID000003410,P5734
CID000003410,P3357
CID000003410,P3356
CID000003410,P5731
CID000003410,P10316
CID000003410,P5733
CID000003410,P5732
CID000003410,P5739
CID000003410,P3358
CID000003410,P23620
CID000003410,P5995
CID000003410,P56413
CID000003410,P1812
CID000003410,P6915
CID000003410,P4158
CID000003410,P4159
CID000003410,P11250
CID000003410,P1814
CID000003410,P8484
CID000003410,P81491
CID000003410,P83551
CID000003410,P680
CID000003410,P11255
CID000005584,P3269
CID000005584,P6532
CID000005584,P6531
CID000002812,P3783
CID000002812,P1588
CID000002812,P1557
CID000002812,P1233
CID000002812,P1559
CID000002812,P7226
CID000002812,P1586
CID000002812,P6916
CID000002812,P3757
CID000002812,P3738
CID000002812,P3356
CID000002812,P6532
CID000002812,P5243
CID000002812,P6530
CID000002812,P6531
CID000002812,P4988
CID000002812,P1576
CID000002812,P3350
CID000000838,P1269
CID000000838,P124274
CID000000838,P2849
CID000000838,P2847
CID000000838,P2844
CID000000838,P2845
CID000000838,P2842
CID000000838,P54112
CID000000838,P136
CID000000838,P135
CID000000838,P134
CID000000838,P10692
CID000000838,P9287
CID000000838,P9283
CID000000838,P4985
CID000000838,P4987
CID000000838,P10663
CID000000838,P4988
CID000000838,P27201
CID000000838,P4889
CID000000838,P221391
CID000000838,P2850
CID000000838,P84539
CID000000838,P84634
CID000000838,P4887
CID000000838,P54329
CID000000838,P54328
CID000000838,P10886
CID000000838,P10887
CID000000838,P729230
CID000000838,P23566
CID000000838,P10888
CID000000838,P9170
CID000000838,P6010
CID000000838,P56923
CID000000838,P2798
CID000000838,P128674
CID000000838,P10803
CID000000838,P319100
CID000000838,P23596
CID000000838,P94233
CID000000838,P3274
CID000000838,P285601
CID000000838,P2827
CID000000838,P53831
CID000000838,P1902
CID000000838,P338557
CID000000838,P1234
CID000000838,P1230
CID000000838,P1813
CID000000838,P1232
CID000000838,P1233
CID000000838,P1238
CID000000838,P2837
CID000000838,P2835
CID000000838,P2834
CID000000838,P2832
CID000000838,P2831
CID000000838,P2830
CID000000838,P344561
CID000000838,P2652
CID000000838,P3354
CID000000838,P5737
CID000000838,P1241
CID000000838,P8811
CID000000838,P3351
CID000000838,P83550
CID000000838,P3350
CID000000838,P623
CID000000838,P2861
CID000000838,P64106
CID000000838,P3352
CID000000838,P339403
CID000000838,P153
CID000000838,P7852
CID000000838,P83873
CID000000838,P152
CID000000838,P155
CID000000838,P9038
CID000000838,P134864
CID000000838,P64582
CID000000838,P4829
CID000000838,P5540
CID000000838,P3361
CID000000838,P3362
CID000000838,P3363
CID000000838,P186
CID000000838,P187
CID000000838,P185
CID000000838,P2587
CID000000838,P9293
CID000000838,P5021
CID000000838,P57007
CID000000838,P4986
CID000000838,P118442
CID000000838,P8477
CID000000838,P4157
CID000000838,P84109
CID000000838,P2925
CID000000838,P5956
CID000000838,P6752
CID000000838,P6753
CID000000838,P350383
CID000000838,P6751
CID000000838,P6754
CID000000838,P6755
CID000000838,P2693
CID000000838,P151
CID000000838,P150
CID000000838,P2862
CID000000838,P2863
CID000000838,P887
CID000000838,P886
CID000000838,P554
CID000000838,P4886
CID000000838,P552
CID000000838,P59340
CID000000838,P3062
CID000000838,P3061
CID000000838,P4923
CID000000838,P1816
CID000000838,P5729
CID000000838,P4161
CID000000838,P4160
CID000000838,P11245
CID000000838,P7201
CID000000838,P139760
CID000000838,P146
CID000000838,P147
CID000000838,P134391
CID000000838,P140
CID000000838,P51289
CID000000838,P611
CID000000838,P148
CID000000838,P3355
CID000000838,P5734
CID000000838,P3357
CID000000838,P3356
CID000000838,P5731
CID000000838,P10316
CID000000838,P5733
CID000000838,P5732
CID000000838,P5739
CID000000838,P3358
CID000000838,P23620
CID000000838,P5995
CID000000838,P56413
CID000000838,P1812
CID000000838,P6915
CID000000838,P4158
CID000000838,P4159
CID000000838,P11250
CID000000838,P1814
CID000000838,P8484
CID000000838,P81491
CID000000838,P83551
CID000000838,P680
CID000000838,P11255
CID000004993,P1128
CID000004993,P55244
CID000004993,P7298
